"final_review","review_posPer","review_decision"
"I have had plenty of good luck with WD products still have drives from  working Beware of the WD green drives though Mine still works but it caused trouble in my macpro and later when installed in an enclosure for  drives It is still working in a separate storage drive but it has trouble when working with other drives Present blue mounted as external USB and it is humming",50,"netural"
"Im using it as a storage drive It works fine Some folks are Seagate people  Im a WD people I expect a long and happy life from this drive",100,"positive"
"Installed my hard drive and got wonderful beeps from my motherboard and no boot The hard drive was dead on arrival Seems to be hit or miss with these  hit  miss judging by reviews Good luck in your purchase",25,"negative"
"Works good and nice and quiet Needed a big drive for my secondary internal Huge movie and tv library i had to transfer but works really good",100,"positive"
"Usual great WD quality All systems are a go I do wish I could register the item on WD site but I am assuming Amazon wants to reserve the paid guarantee aka Protection Plan for themselves",100,"positive"
"No issues and it truly is bare bones  There wasnt a piece of paper in the box  No SATA cabels or anything other than the drive  As an IT guy though thats what I wanted  The drive has had no defects and is running normally  Semi quiet and plenty of space  I started using WD after  Seagate drives died in a row  Likely just bad luck but I have had excellent luck with WD  Cheap quiet and plenty of space  A",42.8571428571429,"negative"
"Got three of these drives spread on  different computers One in HTPC gets the most use and for that use I have no complaints at all I was thinking of going with the Greens but doing blu ray rips I decided to go for the extra speed For this purpose these drives are plenty fast",0,"negative"
"Windows was issuing warnings that my internal hard drive was about to crash  Ordered this replacement was happy that it arrived in good shape and on time  Installation was a snap and restored all my files using a saved system image  Was amazed how easy and quick the process took  I was prepared for several days of work but it only took about  hours  Didnt give it a  stars because it wasnt any faster than my other drive  Still very pleased with the purchase",72.7272727272727,"positive"
"I bought this drive to add to my desktop specifically for storing video captured during game play my write speeds average around  on DXTory and it has ample room to store long video clips while I trim them down Great drive no issues",0,"negative"
"It was the lowest price I could find for a I TB WD hard drive Shipping cost was very reasonable I ordered it last Tuesday and I received it by Friday Im very happy with your quick response Thank you I already installed the hard drive and its working fine right now Probably too early to say about the quality of the product But it is a Western Digital product Should be a good one",50,"netural"
"great",100,"positive"
"Old tech more capacity Its slow but thats what I expected It holds epic amounts of data though for not so much money so if thats what you need get it WD has a solid rep so you wont be disappointed",50,"netural"
"Very fast and silent but not so easy to install under WinIt took some minutes to Win recognize it and allow me to setup itNeed more time to check if it is reliable as expected",100,"positive"
"DOA Defective upon arrival  Product Fails all tests   was not able to return this product am very dissatisfied",0,"negative"
"Just received this drive and it didnt read unless I use a disc utility to check it Then on top of that only Gbs showing up I should have stuck to Seagate Thoroughly disappointed about getting this",33.3333333333333,"negative"
"I had a Seagate TB counterpart to this drive preinstalled in a new HP Touchsmart desktop PC That original Seagate started to fail only a few months after purchase This Western Digital drive was my choice for an inexpensive compatible replacement So far so good",50,"netural"
"I got it and was pretty excited It seemed to be well packaged and looked fairly professional But when my computer build was finished Ubuntu gave some errors At first I thought it was the USB drive I was booting off of was unbootable So I changed out flash drives with another one and it still didnt work I even bought a external disk drive and it still didnt work I then changed connectors and still to no prevail Then I checked the disk on Ubuntu and sure enough the disk was faulty I really couldnt do anything with the disk This is  dollars wasted because all it is now is a fancy paperweightEdit Tried to go through the RMA process for a final time now that I have an ESD bag why do I need that for my return Now it is apparently an OEM product even though it registered as valid just a few months ago This is a nightmare DO NOT BUY AT ALL",40,"negative"
"I only trust Western digital drives as they have never failed me like other drives and the company really seems to care about their quality",75,"positive"
"Good hard drive so far  Have not had issues with this one  Have had WD drives before and in fact the old one that went out was an WD but hard drives do go bad  This one was a great price and needed it  Lasted so far No issues",25,"negative"
"I reinstall Windows  many times a year which normally took a hour to load  With the new drive everything was loaded in  minutes",NA,"negative"
"Cant go wrong here Hard drive space is getting so cheap these daysWestern Digital is one of the top names in the business so when I was building a new desktop PC this was a nobrainer Short of going SSD the WD Caviar series is one of the best values out thereInstalled easy Worked right out of the box",75,"positive"
"Installed easily with left over parts from previous hardware  Works great  Was not expecting the smaller power cable connector  Wish that was more clearly described before I bought it or I just didnt notice",100,"positive"
"I was moment away from buying a HDD off of newegg and decided to take a second look at my options and I found this on sale for  cheaper than what I was going to pay Pretty solid drive so far meets my needs in everyway",50,"netural"
"This drive is not plug and play with my Dell Inspiron  with Windows  Pro Heres how I got the drive to workFirst off the drive comes with no cable or mounting screws  I had to separately purchase a  pin SATA cable compatible with SATA II  Get a cable with a least one of the connectors on it being straight rather than right angle because a right angle might block an adjacent SATA receptacle on the motherboardSecond get some mounting screws I had some laying around so I didnt buy them and thus cannot give you the size or length  Suffice to say they are the same screws that are standard for most tower casesFYI if youve installed IDE drives in the past you may recall having to set jumpers to specify whether the drive is primary or slave No jumpers required with this SATA driveOkay on with the installation  After plugging the drive into the power cable and SATA cable i turned the machine on  After it fully started up and I logged in I waited awhile and finally got a message saying something like new device installedThen I rebooted the computer and during the reboot I hit F so i could access the CMOS Utility screen  One of the options on that screen allowed me to look at the hard disc drives HDD  I did that to confirm that the computer in fact saw a drive was connected  I did not change any settings and simply exited the utility and proceeded to full start up of the pc  This step is probably optional since youll access the drive status in the Disc Management step belowI then opened windows explorer and prayed that the drive appeared  Alas it did not  Thats because the drive still had to be initialized partitioned and formattedTo do those steps access Administrative Tools in Control Panel by going to Start selecting Control Panel and then in the Control Panel windows top right corner type Administrative Tools and hit the search magnifying glass icon  From Administrative Tools go to Computer Management  Storage  Disc Management  Fyi when i clicked Computer Management i had to wait awhile while the computer accessed something called a snapin I also had to wait awhile after clicking Disc Management for the system to find the data it needed regarding the status of the discsIn Disc Management you should see all your hard disk drives listed My preexisting hard disk is listed as Disc   The new disk is listed as Disc   I was automatically prompted to initialize  Disc   After initializing it the disc is listed as having unallocated storageRightclick inside the black strip representing the unallocated storage space and select New Simple Volume  A wizard will then walk you through formatting and partitioning the disc and assigning it a drive letter and assigning the drive a name of your choosing  I chose to use NTFS as the formatting system and not to partition it into multiple partitionsIm not anywhere close to a computer expert so I dont know if this was the best way to get the job done but it seems to be working out fine for me  Hope this helps you all",54.5454545454545,"positive"
"Western Digital hard drives are like Casio watches They just work They arent the fastest arent the coolest But they work quickly are ULTRA reliable and are very affordable I was surprised at how quickly my PC boots from this hard drive Buy one and you wont regret it",25,"negative"
"Not as good as a SSD in terms of speed but if you just want a place to put all of your files then this is the hard drive for you It can be mounted on literally anything Windows Linux OSX and lets not forget BSDCan also be encrypted and decrypted with very little issue",50,"netural"
"Purchased this drive for a permanently installed backup drive in my desktop I would recommend this drive due to its size and reliability WD has a good reputation and this drive has performed very well so far",100,"positive"
"I have an IMac  early   I have a SMART monitor that said the drive was failing and it would not allow me to install Maverick until it was changed  During my research for a new hard drive I found that it is not that hard to install and there were several videos on Youtube that helped  I have two other IMacs and I am eventually going upgrade them  This was a simple less than an hour install and it saved me several dollars by doing the work myself  Works great",50,"netural"
"Was experiencing data corruption when I transferred  GB of data on it externally in a external HDD reader not sure if it was a USB controller issue or not but seemed to resolve itself once installed in the desktop Will update if the drive fails but it seems to be running like a champ now",66.6666666666667,"positive"
"I purchased this hard drive to replace the  gigabyte drive that came with my Lenovo desktop I was running out of disk space There is some great free software on the web to clone drives so the upgrade went extremely smooth This drive has fast access and is very reliable It is one of the best rated out there I highly recommend it",80,"positive"
"I bought this for FreeNas server It has been perfect I havent had any issues out of it for the past few monthsIt runs smooth and pretty fast It is still a traditional hard drive so dont expect amazing speeds out of it",75,"positive"
"Ill be buying more of these I have an earlier version which is not Sata  and its been running every day for the last  years For Longevity I always do WD or Seagate drives and the two are always competing for prices so I can always find a good drive for a good price",100,"positive"
"Ive always used Western Digital hard drives and have always been happy with them I installed this drive in a new computer build and its doing its job as expected So far I am very pleased with this purchase The price was great for a good TB drive",80,"positive"
"I had a TB Hitachi SATA II drive I use as a secondary drive for data that was failing so I bought this one as a replacement  I cloned the Hitachi onto the WD and was back up and running without any issuesThe one thing that I really appreciate about this drive is that there is no lag when I open it up to get at the data  I noticed that with the Hitachi there would always be this pause before the drive opened up as if it was asleep and had to be woken up  Now maybe it wasnt the drive like it was the fact that it was SATA II the WD is SATA III I cant say for sure  But this just adds to my satisfaction with the WD driveIt works well dont hesitate to buy it",33.3333333333333,"negative"
"It worked right out of the box and it has been working fine so far but I have not used it very much so I cant attest to it longevity minus one star I set this drive up in a USB  HDD dock and made a clone of my main HDD for long term backup storage and I use Acronis on another HDD for my short term storage Ive checked this drive several times since I put the clone on it and its ready to go anytime its needed",100,"positive"
"The drive is very slow The buffered read rate using hdparm available in Linux which is the OS that professionals use is  MBs The sole reason I bought this drive quite a few of them that it was an Amazon best seller in its category That is a mistake Now I use Seagate STDX hybrid drive that has a lower cost per TB but has almost three times data transfer read rate I did not test write speed because the disks already had live data in them",50,"netural"
"Always been a fan of Western Digital I crashed my  tb Western Digital Black and purchased this drive and a solid state to replace it This drive does an excellent job at media storage but I wouldnt try gaming with it",100,"positive"
"this works very well and was shipped with great care to avoid any shipping damage couldnt be happier with the functionality and valueWestern Digital has always been the way to go as far as im concerned",50,"netural"
"Great price fast service and a reliable piece of hardware for my computer I dont have any stats to offer here but comparing it to the HD that was in the machine and slowly dying its running at light speedLove it",NA,"negative"
"I replaced a GB drive The transfer of data went very smoothly using Acronis software The drives performance has been good Since I am running a Pentium the transfer speed has not been noticeably changed Would buy again",100,"positive"
"Setting up data center server  in my home the current hard drive in the computer was not big enough to support the Windows server operating system I wanted a big enough hard drive that would not only do the job but also not empty my wallet This drive was a perfect match and to date works GREAT",57.1428571428571,"positive"
"Installed this on an old computer which had a drive die As others have said it was only the drive and no cables All I needed was the driveThe drive is fast and quiet I put this in a all in one computer so the drive is close to my finger tips and I cannot hear it It seems to be faster than my old drive but holds  times as muchI recommend it",33.3333333333333,"negative"
"I use this drive everyday but not intensely It never experienced a high work load for a long period of time and for no reason I hear it making the dreaded clickclick clickclick So im replacing this one before it fails But this time with a WD Red",0,"negative"
"My desktop ranout of space  Ive chosen The WD Blue TB Hard Drive based on three categories a the capacityb performance reviews and c the cloning software I was able to partitioned the Tb and copied my original hard drive quickly and easily My computer is back on line on the same day I upgraded my hard drive Up to this writing my computer has no problem at all",0,"negative"
"Not sure how this happened but my drive came with some damage to the cable mounting area This damage is right at the spot where the SATA Cable plugs into the drive so the plug does not lock into place This is not a major problem as the drive does not get moved around Just interested to know how that might happen",25,"negative"
"Well what can i say The WD Blue does its job its an awesome storage device and i have yet to run out of space Although it might not be as fast as an SSD for things like mass storage pictures videos music etc its perfect The price is the icing on the cake",100,"positive"
"We have only used it for a month  Fast and quiet  Please get a case fan for your hard drives  Most newer drives require some extra cooling  Im not an engineer with special knowledge just someone who has been building and fixing computers for a few decades  Get a case fan and make sure you know which direction its blowing",66.6666666666667,"positive"
"Those characteristics are the things that make a Hard drive  My preferance has been Western Digital and I am always pleased with their products  Also Amazon always packages WD drives so well that I have never had a problem with them",50,"netural"
"I was having an issue of the Hard Drive not showing up anywhere in my computer for the longest time After a couple hours of snooping around I found a solution With Windows  Ult x click start Then type in disk management Choose create and format hard disk partitions In the upper left click on actions and rescan disks You should be prompted to activate your disk or something like that Hope this helps",75,"positive"
"Prosrpm thats good for an HDDWorksTBConsI didnt have enough money to buy another SSDIts a good hard drive If you are looking at reviews because you want to see if its anything special there really arent any special hard drives They just hold your memory",60,"positive"
"Bought this for a new build and have had no problems so far Drive installs very easy This includes the drive only so youll want to have a SATA cable handy Was packaged nicely and the drive has been running great Would highly recommend",66.6666666666667,"positive"
"There are jumper locations on the front If you use this on a older SATA interface go to the WD web site and jumper locations are shown I jumperd for SATA   gigsec and installed Win   bit without a problem Fast and quiet excellent drive I checked the manufacture date and it was less than  month old made in Thailand Cool",50,"netural"
"Ive been using WD drives for years now and they generally outperform their warranty I find no reason to expect this one will not do the same What more can be said Its a standard SATA TB hard drive and works as it should",0,"negative"
"Purchased four of these to use in a Synology  NAS RAID  iscsi that is the backend storage for VMs ESXi  home lab serverHave never tested the actual speeds or anything but I dont have anything to complain about when I am using the lab and its VM guests  The drives have been operational  for the past two months and have not had ANY issues whatsoeverI would definitely buy again for the performance and price",0,"negative"
"I love the drive it reads and writes about  mbs and has held up pretty well despite intensive use it really only has about  gb after overhead and the ridiculous belief among hard drive manufacturers that  GB bytes either way it will be perfect for anyone looking for a drive in this size range",60,"positive"
"This is a standard in hard drives  Its quiet and performs well  I chose it because of reliability and hopefully longevity  Time will tell  It is a good size for most home computers  The cost is what you would expect for an off the shelf replacement drive",66.6666666666667,"positive"
"Works okay for me No problems I will be buying another one when I build my new computer This one I have now is faster than what I had and if it wasnt for the Bios I would have one complete C drive instead of ",0,"negative"
"I was using  gig HDD for the system disk drive and  gig for storage it really cramped my style because It filled up faster than I anticipated but with this  TB addition I have flexibility and peace of mind for the price tag it was winwin",100,"positive"
"I was really only looking for a GB HDD but this TB was only ten bucks more than most smaller drives couldnt see any reason not to buy for the future It will take a long time to fill this puppy up and in the meantime it runs quiet and fast",NA,"negative"
"Purchase to make a backup of my Dell Win  system  The systems works well  I have only had it a short time  The one that is in the unit has been working for over year  Only time will tell how long either will last",NA,"negative"
"There isnt much to say about this hard drive other than it works like it should I purchased this for my first pc build It is a bit loud when it loads but its only mildly bothersome at times Transfer rate is pretty good for me so theres no complaint there Its pretty solid hard drive overall",55.5555555555556,"positive"
"I needed a new drive for a fresh XP install and decided to finally dive in and replace an old G oh so smooth XP Pro system I hated to upgrade since it was so stable but I needed more size and with XP dropping support in  I thought it was time to get another one stabilized for the long haul This TB formats to about G and is fast When Windows comes out with something better than XP Ill be ready",80,"positive"
"As advertised arrived on time",NA,"negative"
"I only use these for back ups I run them in a dockI also work off this for editing video I have severalGreat price So far keeps running like crazyI have found the WD Black doesnt work well in a dockI cannot beat this price locally",100,"positive"
"Formatted it for my Xbox one and it is running great with the enclosure I bought Very easy to install and was packaged well It adds the much needed space for any gb Xbox one",100,"positive"
"WD makes good HDDs and this one has never given me a problem in the  years Ive had it Good price",50,"netural"
"Drive failed within  weeks I dont recall ever having a WD hard drive fail Thats probably the only thing keeping me from giving this a star rating",0,"negative"
"A lucky find I had a build going that needed a larger hard drive but with capacity less than  TB THIS monster has a  GBPS transfer rate and a  MB Cache with a  TB capacity For  a truly great deal for me",66.6666666666667,"positive"
"Works great",100,"positive"
"So far so good great drive and works on my Mac ProMac Pro Core Mid June Model ID MacProGHz GHz GHzNot sure why other reviews said it wont work on a Mac",100,"positive"
"I received this promptly and in good condition I plugged it into a Dock Master dock and after mounting it in Windows copied all the data from another disc drive Works perfectly so far I may add it to my desktop system as another volume",100,"positive"
"Solid product If you plan to continue using traditional rotating hard drives Western Digital Blue drives are the way to go Ive purchased many of these drives and none have ever failed unlike the Seagate junk out there that always fail If you cant afford and SSD this is your next best choice A",25,"negative"
"I bought this for a CCTV systemSpecifically this one httpwwwamazoncomgpproductBKWWMYUKpscredirecttruerefohauidetailpageosIt was easy to install and the recording has had no hiccups so far Would definitely recommend",66.6666666666667,"positive"
"Working great  months in Not the fastest drive but a good priceGB ratioIf it fails early Im coming back and changing my score though",66.6666666666667,"positive"
"Lame  Ive never had a HDD totally fail Im glad it didnt last more than three months otherwise I might have lost more than my money",33.3333333333333,"negative"
"Drive is good but Im disappointed it didnt come with a SATA cable of some kind  Its apparently the last thing listed on the specs guess I overlooked it  But still ordering a sata cable separately is kind of a pain so losing a star for that",42.8571428571429,"negative"
"Seems to work fine Used for our CCTV",100,"positive"
"It took me a while to begin using this device because I was waiting for other parts I finally fired this up over the weekend and it works like a hard drive so no complains here The product came quickly and I had it ready to install for a while but finally am using it now I am usually not fond of WDs because they dont last very long historically for me anyway but Ill keep my fingers crossed for this little buggarCheers",33.3333333333333,"negative"
"Using this in a NAS I built using a Odroid XU and openmediavault raid  Formatted ext and off it goes Working just fine",100,"positive"
"This is a reliable drive and i have no complaints on the performance of this drive or use of the item I have noticed that my Samsung Seagate and Hitachi drives are all less noisy than this drive and I can imagine that a couple of these running together may be annoying with the combined noise The price was good for the storage space and the  Gbs speed is a nice feature if using a compatible motherboard",40,"negative"
" it is a good working harddrive so far it works  it is quiet and sells at a decent price",100,"positive"
"Western Digital is well known in the computer world for their quality HDDs and their Blue series is no exception  This one sought info quickly and I have had nothing but great performance out of it",50,"netural"
"Broke after  months also was very loud compared to my seagate i have now I went with Western cause i always have before with external drives and no issues I must of had a bad one but just thought the noise was how it worked",0,"negative"
"ProsCheapFast sata interfacemb cache rpmBlue editionComes in a SEALED plain jane cardboard box cheaper to shipConsMakes a soft whine when powering up makes you think its about to failSeems to run fairly hotNot too loud but not too quietConclusion a worthy buy so far Hope it lasts",100,"positive"
"Western Digital has been around for as long as I can remember and has always been a good company to purchase a Hard drive from this model is very affordable and most likely will last quite a few years with trouble free usage",66.6666666666667,"positive"
"working great  its what Is in my system as I write this review  nice price great performance  I have ordered a Samsung  gig SSD that I will use for my boot drive and Ill use this as a storage but it works great as a boot drive",100,"positive"
"I have this drive working together with a SSD that I have my OS installed on and it works great  I love having a lot of extra space to work with for storing video and audio files because I primarily use this computer as a video editing rig  I would recommend this for anyone who wants fast transfer speeds and a quality product from a great company",80,"positive"
"there is no measure for how slow this drive is  dont be fooled  i cant decide if it is above the hassle level to return it especially since i threw the box away  the windows  backup system image wont even complete on this drive  what a waste of time and money",0,"negative"
"Huge fan of Weatern Digital I built a raid out of these hard drives Its a faster hard drive than the green Western Digital and it a reliable hard drive Never had any issues with one I will continue to buy these",25,"negative"
"Installed on two systems As a data drive on an Asus PZ MB I processor  GB Corsair  and a GB Samsung SSDThe other as a primary drive with the Asus PZ I processor and  GB Corsair In both installations it is fast and reliable so far",NA,"negative"
"The drive is fast and dependable Good for a primary drive on a typical user desktop  It appears to be faster than typical hard drive because of the oversized cache Not as fast as a SSD but better than typical hard drive",33.3333333333333,"negative"
"As other people say it is a bit loud u CAN hear it running compare to my other two hard drives i have and have had before i installed this one But not a HUGE difference at the end it does what its suppose to do and im happy with this product",50,"netural"
"This is the first WD product I have tried in a while It seems very fast and not noisy at all even with the sides of the tower off  I have only been using this for a week or two now I will update this review if anything changes",0,"negative"
"Great storage capacity fast speeds I use it as a secondary drive to my GB SSD it holds about GB of games from Steam currently with GB or so of misc programs topped off with about gb of misc files Has had no performance issues so far and has had no issues playing the games I do",0,"negative"
"Hard to go wrong with drive still in the factory sealed packageThe one time I ordered a drive from Amazon that didnt work it was in an opened packagedAmazon apparently restocks broken and returned item to the shelf to sell to the next unlucky slob",0,"negative"
"Its kind of fun to watch the difference in the time it takes for me to write to this drive and write to the other I guess you can blame the read time on other factors but pfft Im blown away by the difference so I guess thats all that matters I game rather frequently on my system and do some occasional video editing and I dont have any problems with this HD",60,"positive"
"Cant wait to put some dam games on this manright now i got a gb and its fully loaded i got like gb left lolI just cant wait to get this is my handsMy current hard drive cant hold any more of my games lolcant wait for the end of summer to get this its at my sister in USA and Iam in Jamaica",50,"netural"
"I find western digital to me the most reliable for large capacity drives and I am currently using  of of varying models and sized  This one in particular is used for mass storage in a system with an ssd as the primary driveThe only issue I have is that it can be a bit loud when it starts to spin up after being idle for awhile",NA,"negative"
"I think the hardware itself is probably fine  However I was disappointed by the lack of understandable instructions  I think the people who market this product are not very good at communicating with other humans",50,"netural"
"Performance is good price is good my first one died  months in Fortunately windows started giving me error messages saying it was seeing bad sectors and it would probably die so I was able to backup everything and then get a new one via warranty The new ones been good for over a year So maybe just a bad experience for me",37.5,"negative"
"Being WD and SATA made this installation so easy I was amazed Added this HD as a second unit and never even had to set any jumpers Should mention that is requires a SATA cable that does not come with it I knew that though and ordered one It took under five minutes to get up and running",100,"positive"
"Using this in my MAIN MACHINE for BACKUPS  Great for keeping an ARCHIVE of all your old data etc  Recommend RENAMING each large backup with a UNIQUE directory name  That way you can tell your  data from your  data",NA,"negative"
"good price just installed for nubies make sure you go to Admin tools Comp mang storage and initialize hard drive",50,"netural"
"I only use WD drives and they never disappoint  This replaced a yearold drive that ran x  No qualms about buying another",0,"negative"
"Over the weekend I bought this and installed it in an old power pc power mac g and it ran flawlessly Lots of storage for a reasonable price makes me happy",100,"positive"
"i WAS unable to iniialize and format both of the blue drives I bought  I am out for two drives that do not work That is per Geek Squad at Best buy",NA,"negative"
"I really cant write a review on this item cause I bought it for a gift although Im rating it  stars cause there is no complaint whatsoever from the person that I gave it to",50,"netural"
"Great product Exactly what I ordered Thanks to this hard drive my computer is up and running back to the way it was minus the crashed hard drive that is now replaced It arrived on the first day of estimate shipping Even though it showed it could take a week Excellent service Definitely will buy again if necessary",0,"negative"
"First had issues getting BIOS to recognize the drive Then the disk manager wouldnt recognize it Then it wouldnt format it After all that plugged it into another computer to see if it was just my computer blue screen and still no drive Returning and waiting on my replacement Ill give it one more shot Im a huge fan of WD this one will make or break my next purchases with themUpdated  Jan I received a new drive hooked it up and the computer instantly recognized it and prompted me to format Drive is working great about TB but still no complaints Its used pretty heavily but so far so good I do recommend this drive to anyone whos looking for more storage space but not wanting to break the bank",75,"positive"
"Its a tb hard drive for  Not much to say It works great and holds all my games I bought it for a budget build and do not regret my decision A great compliment to an SSD",50,"netural"
"After taking the hard drive from the air tight sealed bag I found a few scratches several of which were deep Quite disappointed in that since I thought this was a brand new item Didnt return it since this was time sensitiveBought this brand because they were the most popular hopefully the hard drive holds up",40,"negative"
"This HD really worked great  I installed it into my  iMac and fused it with the  GB SSD for really fast speeds",100,"positive"
"My desktop ranout of space  Ive chosen The WD Blue TB Hard Drive based on three categories a the capacityb performance reviews and c the cloning software I was able to partitioned the Tb and copied my original hard drive quickly and easily My computer is back on line on the same day I upgraded my hard drive Up to this writing my computer has no problem at all",0,"negative"
"Got it June    Noticed on September  while listening to Amaranthe at a decent volume on a really decent headset I could still hear the clicking",NA,"negative"
"Bought to replace a failing Caviar  gig  The data transfer went well with downloaded WDAcronis  I havent had this drive but for a couple of weeks but the one its replacing lasted three years of pretty strenuous use and I couldnt turn down the price  Id love to withhold this review for a year but Im harboring great hopes based on past WD performance",80,"positive"
"Drive was new and Checked out as such This drive came very well packaged in not one protective box but two  Very happy with my purchase and will purchase again when I find I need more multimedia storage",100,"positive"
"works great",100,"positive"
"WD Blue drives are apparently the jack of all trades and master of none Which is ok At around  these Blue drives work for whatever you fancy I bought one to add to my Plex server which currently has xGB Samsung F and xGB WD Black internal drives and it works perfectly Ill probably get  or  more of these when they go on sale again",100,"positive"
"its Western Digital  what else can I say  Ive been using WD HDDs since the late s and one of the main reason I buy new ones is for the newer technology  Love these guys",NA,"negative"
"Fast shipping plus great priceRun really good",100,"positive"
"My trust in WD has never been disappointed  I have been using this for quite some  months now in an external Al enclosure",50,"netural"
"A solid upgrade from my TB drive works as expected I can really tell the speed difference from a cheaper hdd several times quicker",100,"positive"
"Bought two of these to use in a RAID  mirrored array It was very easy to set up in Windows  with the disk management utility Average write speeds while transferring data to these drives was about MBs which is very quick for a HDD at this price and capacity I only buy Western Digital hard drives anymore they are the most reliable",50,"netural"
"I cant believe how inexpensive this Hard drive WAS My computer kept malfunctioning and whilst reinstalling my OSthe computer advised me that something was wrong with the hard drivethat could NOT be fixedSo here I am   Guess what I actually paid LESS for THIS drive thanfor the  gig  Harddrive that I purchased at the store    This is  TERABITE   ",0,"negative"
"These are great drives for the price Very reliable and a good size Installed easily and working great These are not high speed or high performance drives so dont expect them to be as fast as the Black versions or even remotely as fast as a Solid State Drive These are meant to be a lowpriced entry and at around  for a Tb SATA III Gb drive its hard to complain",60,"positive"
"I love this HDD it was so cheap and i have all the space that I need I play games have several really heavy programs as matlab or solidworks and works with  SO Linux and Windows If yor are looking for a really cheap and good HDD you should buy this one Concern about your HDD temperatures Mine works mostly all the times arround C Dont even think in waisting you money on a HDD fan",100,"positive"
"good hd for good price",100,"positive"
"Works well I even play games off of it  Prob a little slower on the loading times but I couldnt tell ya the difference",NA,"negative"
"I bought  of these to put into a security dvr system  Only one of the  powered up  I have sent  back for replacement",NA,"negative"
"It failed the SMART test which means its no longer functionaluseful I had it less than  hours First hard drive that has ever died on me",0,"negative"
"Awesome drive I only buy Western Digital Drives and this one is a very good deal Fast Shipping Prime product worked upon installation and I am very pleased with product vendor and price",100,"positive"
"I bought several of these I like to build my own computers and being able to keep a few loose hard drives around is always a good idea Good size good brand good speed nice low price A winner all around",75,"positive"
"The disk is easy to install and the delivery time was good WD is a brand you can trust I have been a loyal customer for years The disk offers much needed space for a very affordable price Im loving it",100,"positive"
"I love this HDD it was so cheap and i have all the space that I need I play games have several really heavy programs as matlab or solidworks and works with  SO Linux and Windows If yor are looking for a really cheap and good HDD you should buy this one Concern about your HDD temperatures Mine works mostly all the times arround C Dont even think in waisting you money on a HDD fan",100,"positive"
"Wife has a ton of pictures on her computer of her kids and the one she had was running out of space The kids are now gone and she uses the computer for a variety of working and pleasure so this will hold all her pictures and work",100,"positive"
"Great drive remarkably quiet and smooth for a green drive  Operates responsively and smoothly with very little vibration or clicking associated with most green drives  Overall very happy with the drive  Excellent price as well",100,"positive"
"As of right now  star rating  Fast and cheap  Hard to go wrong with this drive  My main drive is a  gig SSD with this tb as my data drive  Sure beats the  I paid for my first  meg hard drive back in  LOL",0,"negative"
"Well you either give something  stars or ONE when you order pc parts because over all everything is upgradable and you get what you pay for It works and well its a tb hard drive what do you expect",0,"negative"
"Western Digital In my years using PCs Ive had only one WD drive fail and that was after about  years Every Single Other Drive I Have Ever Owned fail within a year or  Seagate Hitachi Samsung although Samsung lasted better than the other  but WD is still my best and after having so many PCs I dont see it as coincidence any longer Should this one fail I will make a review but I will not give it less than  stars just because Id be fairly sure it broke due to circumstances other that the drive itself",33.3333333333333,"negative"
"Dependable brand I recently purchased a total of  of these drives to build  desktop machines with a RAID configuration The drives are very quiet I highly recommend that you purchase the Square Trade protection plan if offered",100,"positive"
"After seeing my computer slowly failing from my cretaceous samsung drive I read reviews on this baby Very snappy loads windows  and all startup programs in about  seconds Much improvement over the near  minutes of my dinosaur drive Cheap at  and all the space I could possibly need If it turns out I need more space I will definitely buy anotherWindows and game performance wonderfully improved ",66.6666666666667,"positive"
"Killer price Western digital is the only option for me I have so many burned up factory supplied seagate hard drives I got this to replace my tb factory seagate drive it is faster and Im sure going to last longer than the barely used  year old seagate drive I had",0,"negative"
"Not much to say about these hard drives  Bought to use in a CCTV setup as storage  Picked these because WD is a solid reliable brand and the price was good  No complaints Usually I go with the Purple WD hard drives for surveillance storage but if you compare the specifications speed buffer size etc youll notice there is not a difference and these are a bit lower in price  No complaints very happy  Will buy more",60,"positive"
"Always being a firm believer of WD I bought these HDDs out of loyalty  WD HDD have always had a good history with me  I have only had  fail me in the  years dealing with this company  The cost quality and performance of their HDD is exceptional  And also that they still have the longest warranty service   years  Tech Service was one of the best to be found",75,"positive"
"Using it as manual backup in an external enclosure so not in constant use but has worked very well so far  From what I have read I am more comfortable buying Western Digital hard drives at this time than other brands",50,"netural"
"Western Digital hards drives are hands down the best I originally was buyer of segate but kept having bad sectors on brand new drives I tried a western digital hard drive and never had problems Never again will i buy a mechanical hard driver other then Western Digital",20,"negative"
"Luckily my OP and main files are safe on my SSD I used this for supplemental storage of music photos and to backup some data There was hardly anything on it at all and I hardly used it at all so it made no sense to me when Windows started notifying me it was failing",33.3333333333333,"negative"
"Ive had a TB external drive for a while but putting one of these in my tower really opened my eyes to how nice it is having an internal drive  The SATA  speeds are awesome and I couldnt be happier with the MB of the HDD",100,"positive"
"I was forced to buy this HD in order to install Win as a dual boot system  Cant install with Win without reformatting  Stupid Microsoft  I now use this HD as additional backup along with the Win",0,"negative"
"Drive works great  I wanted a second drive for backing up data  This drive performs well and was easy to install  My only complaint was that it didnt come with the SATA cable  From what I have learned this is the norm  Otherwise Id recommend this drive",100,"positive"
"cache memory  note I thought that no difference notary  but the speed is very noticeable even when the  format and windows install took me  minutes to do so was amazing I really liked this product",66.6666666666667,"positive"
"Great for budget and non budget builds and also for using for media i have only used about half of it so far and more to go I might get another HDD like this soon maybe the same one",100,"positive"
